year,month,day,tempHigh,tempAvg,tempLow,DPHigh,DPAvg,DPLow,humidityHigh,humidityAvg,humidityLow,SLPHigh,SLPAvg,SLPLow,visibilityHigh,visibilityAvg,visibilityLow,windAvg,Rainfall
2012,11,8,28,26,23,24,23,22,100,83,69,1011,1009,1006,5,4,3,2,0.25
2012,11,9,29,26,23,23,19,15,94,66,45,1011,1010,1008,5,5,3,10,0
2012,11,10,28,23,19,19,17,14,88,63,35,1014,1011,1010,5,4,3,8,0
2012,11,11,27,23,20,21,19,18,94,77,58,1013,1011,1009,5,4,1,3,0
2012,11,12,27,23,19,20,18,17,94,71,54,1013,1011,1009,5,4,2,3,0
2012,11,13,28,24,20,21,17,14,94,68,34,1014,1012,1009,4,4,2,3,0
2012,11,14,28,23,19,19,18,17,94,70,44,1012,1010,1009,5,5,3,6,0
2012,11,15,28,23,18,21,19,17,94,75,40,1012,1011,1009,5,4,3,5,0
2012,11,16,29,26,22,24,22,20,94,82,70,1013,1011,1010,5,5,3,6,0
2012,11,17,31,26,22,25,23,21,94,81,61,1013,1010,1008,6,5,3,6,0
2012,11,18,31,28,24,24,23,23,94,79,54,1011,1010,1008,6,5,3,6,0
2012,11,19,32,27,23,25,23,22,94,77,56,1011,1010,1008,6,5,3,5,0
2012,11,20,30,27,23,25,24,22,94,85,74,1013,1011,1009,6,5,3,5,0
2012,11,21,29,27,24,25,23,21,94,80,69,1013,1011,1009,5,5,4,5,0
2012,11,22,29,25,21,21,17,14,83,58,32,1013,1011,1009,6,5,5,14,0
2012,11,23,27,22,17,18,15,12,94,63,29,1014,1011,1009,5,5,3,10,0
2012,11,24,27,23,19,17,15,13,83,61,40,1013,1010,1009,5,4,3,6,0
2012,11,25,27,21,16,18,15,14,100,65,38,1014,1012,1009,4,4,2,6,0
2012,11,26,27,21,16,18,15,13,94,66,42,1014,1011,1009,4,3,1,6,0
2012,11,27,27,21,15,17,13,10,92,61,27,1013,1011,1009,6,5,2,6,0
2012,11,28,26,21,16,16,14,11,91,63,29,1040,1012,1008,5,5,3,8,0
2012,11,29,27,21,16,18,16,15,94,76,51,1011,1009,1008,5,4,2,3,0
2012,11,30,27,21,15,19,17,15,100,75,48,1011,1009,1008,5,4,2,5,0
2012,12,1,28,22,17,19,17,16,94,71,48,1013,1011,1009,4,4,3,8,0
2012,12,2,27,22,17,18,16,13,94,68,44,1013,1012,1011,5,5,3,8,0
2012,12,3,27,21,16,19,17,15,94,76,54,1014,1012,1010,6,5,2,5,0
2012,12,4,26,21,17,20,18,16,94,75,54,1013,1011,1010,5,5,2,8,0
2012,12,5,27,21,16,19,17,14,94,75,45,1013,1012,1010,5,4,1,3,0
2012,12,6,26,21,15,18,17,14,94,75,51,1014,1012,1009,4,3,1,3,0
2012,12,7,26,21,15,17,16,11,94,71,39,1013,1011,1008,5,3,1,3,0
2012,12,8,26,20,15,18,16,11,94,72,32,1013,1011,1008,4,3,2,2,0
2012,12,9,25,20,16,19,17,14,100,78,52,1013,1010,1009,4,2,0,2,0
2012,12,10,27,20,14,19,17,14,100,84,48,1014,1011,1010,4,2,0,2,0
2012,12,11,27,21,16,19,17,12,100,78,39,1014,1012,1010,4,2,0,3,0
2012,12,12,25,21,17,19,17,16,94,81,62,1014,1012,1010,5,4,1,2,0
2012,12,13,26,21,16,20,18,16,100,80,54,1015,1013,1011,5,4,2,3,0
2012,12,14,28,23,18,20,18,17,100,73,48,1018,1015,1013,5,5,3,10,0
2012,12,15,27,22,17,19,18,16,94,71,48,1016,1014,1012,5,4,1,8,0
2012,12,16,26,21,17,18,16,14,94,64,37,1017,1015,1012,5,5,2,13,0
2012,12,17,25,20,15,18,17,14,94,72,50,1015,1013,1010,4,3,2,8,0
2012,12,18,25,21,18,17,16,15,89,71,50,1015,1013,1011,4,3,1,8,0
2012,12,19,23,19,15,18,17,15,100,87,65,1014,1012,1010,27,4,0,6,0
2012,12,20,24,19,14,16,15,13,100,76,47,1014,1012,1010,4,2,0,5,0
2012,12,21,24,19,14,17,13,10,100,67,39,1015,1013,1011,5,4,0,11,0
2012,12,22,23,18,12,15,13,11,90,67,40,1014,1012,1010,5,4,2,11,0
2012,12,23,22,18,13,16,14,13,100,83,59,1016,1013,1011,6,4,1,13,0
2012,12,24,24,19,13,18,16,12,100,81,59,1014,1012,1010,5,4,0,8,0
2012,12,25,19,16,13,17,15,13,100,91,78,1013,1012,1010,3,1,0,6,0
2012,12,26,21,17,14,15,13,11,100,75,57,1015,1013,1011,5,4,0,10,0
2012,12,27,21,17,12,16,13,10,94,78,57,1014,1011,1009,4,3,2,10,0
2012,12,28,20,16,12,15,13,11,100,85,61,1013,1011,1009,5,3,0,5,0
2012,12,29,29,19,10,13,12,10,100,87,63,1014,1011,1009,4,2,0,5,0
2012,12,30,22,16,11,13,12,10,100,73,50,1014,1011,1009,5,4,0,8,0
2012,12,31,23,18,12,14,12,11,94,68,47,1013,1011,1008,5,4,1,10,0
2013,1,1,23,18,12,15,13,11,94,68,40,1014,1012,1010,5,4,1,6,0
2013,1,2,24,18,12,16,13,9,100,73,38,1014,1012,1011,5,4,2,3,0
2013,1,3,25,19,14,18,15,12,100,80,40,1015,1013,1012,5,4,1,3,0
2013,1,4,27,20,14,18,15,12,100,75,40,1015,1012,1010,5,3,0,5,0
2013,1,5,26,20,14,17,14,13,94,70,44,1013,1011,1009,5,4,2,6,0
2013,1,6,26,20,14,15,13,10,88,64,37,1014,1012,1010,5,4,2,8,0
2013,1,7,26,20,15,15,13,9,83,65,34,1015,1012,1010,5,4,2,8,0
2013,1,8,23,18,13,15,12,9,88,67,53,1016,1014,1012,5,3,2,10,0
2013,1,9,18,13,9,10,8,6,87,65,48,1016,1014,1012,4,3,1,11,0
2013,1,10,19,14,9,11,10,8,100,74,49,1016,1013,1012,3,2,1,6,0
2013,1,11,21,14,9,12,9,7,100,71,40,1016,1014,1012,4,3,1,3,0
2013,1,12,19,14,9,14,12,9,100,80,46,1017,1014,1011,4,2,0,3,0
2013,1,13,24,17,11,14,11,6,100,70,33,1014,1012,1011,5,3,1,3,0
2013,1,14,25,18,11,16,13,11,100,75,37,1014,1012,1011,4,2,1,3,0
2013,1,15,25,19,13,16,14,12,94,73,50,1016,1014,1012,4,3,1,3,0
2013,1,16,26,19,13,15,13,11,94,70,37,1017,1015,1013,5,4,2,5,0
2013,1,17,28,20,13,15,13,12,94,61,32,1017,1015,1014,5,4,3,6,0
2013,1,18,29,22,14,17,14,12,100,67,35,1018,1015,1013,5,4,1,8,0
2013,1,19,29,21,14,16,16,14,100,64,34,1017,1014,1012,5,4,2,3,0
2013,1,20,28,22,16,17,16,14,94,63,37,1016,1014,1012,5,4,2,8,0
2013,1,21,26,21,17,18,16,12,94,67,50,1018,1016,1014,5,4,2,10,0
2013,1,22,25,20,16,15,13,10,78,59,28,1019,1016,1013,5,5,3,13,0
2013,1,23,26,21,15,16,13,11,88,62,38,1017,1015,1013,5,5,3,10,0
2013,1,24,26,19,13,16,13,3,94,64,38,1017,1014,1013,5,4,2,8,0
2013,1,25,26,20,15,18,12,8,88,59,29,1017,1015,1013,5,4,2,13,0
2013,1,26,24,18,12,13,11,3,94,61,27,1017,1015,1013,5,4,2,13,0
2013,1,27,22,17,12,14,11,7,88,63,36,1017,1015,1013,5,4,2,10,0
2013,1,28,25,19,13,14,12,11,94,63,38,1016,1014,1011,5,3,1,6,0
2013,1,29,26,19,13,15,14,12,94,75,48,1014,1013,1012,5,4,3,5,0
2013,1,30,26,19,13,17,14,12,94,72,44,1017,1014,1013,5,3,0,6,0
2013,1,31,27,20,14,16,14,12,88,68,44,1017,1015,1013,4,3,1,6,0
2013,2,1,26,20,15,17,16,14,94,75,46,1017,1015,1014,4,3,1,5,0
2013,2,2,28,22,15,18,16,13,94,72,31,1016,1014,1012,5,4,1,2,0
2013,2,3,27,21,15,18,16,14,94,73,42,1015,1013,1012,4,3,2,3,0
2013,2,4,28,22,16,18,16,15,94,70,46,1017,1015,1013,4,3,1,5,0
2013,2,5,28,21,15,18,16,14,94,66,45,1017,1015,1013,5,4,1,6,0
2013,2,6,30,23,16,17,15,10,94,61,20,1016,1013,1010,5,5,2,6,0
2013,2,7,31,23,17,17,15,13,88,56,31,1013,1011,1009,5,5,2,6,0
2013,2,8,29,23,18,19,17,16,88,64,46,1012,1011,1009,5,5,3,13,0
2013,2,9,28,24,20,17,15,11,78,56,35,1015,1012,1011,5,5,3,16,0
2013,2,10,27,22,16,15,12,10,73,49,31,1013,1011,1010,5,5,3,14,0
2013,2,11,28,23,19,17,13,5,73,52,14,1014,1011,1009,5,5,4,11,0
2013,2,12,29,22,15,18,15,12,94,59,27,1014,1011,1009,5,5,2,8,0
2013,2,13,24,22,19,19,17,14,88,73,50,1013,1011,1009,5,3,2,5,0
2013,2,14,30,24,18,18,16,13,88,57,35,1013,1011,1009,5,4,1,11,0
2013,2,15,32,24,17,15,9,3,77,41,11,1013,1011,1009,5,5,3,13,0
2013,2,16,32,24,17,17,11,3,68,42,9,1012,1009,1006,5,5,4,11,0
2013,2,17,28,24,19,18,17,14,88,66,44,1011,1009,1007,5,4,3,14,0.25
2013,2,18,25,21,18,19,17,16,97,76,54,1013,1011,1009,5,5,4,11,0
2013,2,19,26,21,16,17,15,14,94,66,51,1014,1012,1010,5,4,1,14,0
2013,2,20,26,21,16,17,15,13,88,61,44,1014,1011,1010,5,5,3,14,0
2013,2,21,29,23,18,17,14,11,77,56,33,1014,1012,1010,5,5,3,14,0
2013,2,22,30,24,18,17,16,14,94,60,27,1015,1012,1010,5,5,2,6,0
2013,2,23,31,23,17,18,17,14,88,63,42,1014,1012,1010,5,4,3,6,0
2013,2,24,31,24,18,19,17,16,94,62,31,1014,1012,1010,5,4,1,6,0
2013,2,25,32,25,18,19,17,15,88,56,26,1013,1012,1010,5,5,3,8,0
2013,2,26,32,26,20,17,15,8,78,48,13,1015,1012,1009,5,5,5,18,0
2013,2,27,32,26,21,19,16,13,69,55,33,1013,1011,1008,10,6,3,16,0
2013,2,28,32,26,19,19,16,12,83,53,21,1012,1009,1007,6,5,3,8,0
2013,3,1,32,26,20,16,13,11,68,47,27,1012,1010,1008,5,5,2,11,0
2013,3,2,30,24,18,18,14,8,77,50,25,1013,1012,1010,6,5,3,13,0
2013,3,3,32,26,19,18,16,14,94,57,35,1014,1012,1009,6,5,3,6,0
2013,3,4,31,24,17,20,17,15,94,57,38,1015,1012,1011,5,5,3,8,0
2013,3,5,32,24,17,19,17,14,94,66,26,1015,1013,1012,6,5,3,5,0
2013,3,6,32,25,18,20,17,14,83,59,33,1015,1013,1011,5,5,1,6,0
2013,3,7,31,24,18,21,19,15,94,69,42,1015,1013,1011,5,4,1,6,0
2013,3,8,31,24,18,21,18,15,94,65,38,1014,1012,1010,5,4,1,6,0
2013,3,9,31,24,18,24,19,14,100,70,35,1013,1010,1008,5,4,2,5,0
2013,3,10,32,26,19,23,21,18,97,79,43,1011,1009,1008,4,3,0,5,0
2013,3,11,29,24,20,24,22,19,100,81,47,1012,1010,1008,5,4,1,5,0
2013,3,12,28,26,23,24,23,21,94,84,59,1012,1010,1009,5,5,4,11,0
2013,3,13,30,26,22,24,23,21,94,84,66,1013,1011,1009,5,5,2,3,0
2013,3,14,30,27,23,25,23,23,100,81,63,1013,1012,1010,5,4,2,6,0
2013,3,15,32,27,23,24,23,20,100,80,49,1014,1012,1010,4,3,0,3,0
2013,3,16,33,27,22,24,22,20,100,73,39,1015,1013,1011,4,3,1,5,0
2013,3,17,29,26,22,25,22,18,94,79,52,1013,1011,1008,5,4,1,8,0
2013,3,18,31,26,21,21,18,15,88,63,29,1011,1009,1006,5,5,3,10,0
2013,3,19,31,26,20,22,21,19,94,75,58,1012,1010,1008,7,5,3,6,0
2013,3,20,30,25,20,24,22,18,94,77,56,1012,1010,1008,5,5,3,5,0
2013,3,21,30,26,22,25,23,19,89,80,63,1011,1008,1005,5,4,3,5,0
2013,3,22,29,27,23,25,24,22,94,83,66,1009,1007,1005,5,4,2,10,0
2013,3,23,30,26,22,25,23,21,100,82,63,1011,1009,1007,5,5,2,5,3.05
2013,3,24,31,27,23,26,24,22,94,78,58,1012,1009,1007,5,5,3,6,0
2013,3,25,30,27,23,25,24,22,94,83,68,1010,1007,1003,5,5,2,6,0
2013,3,26,30,27,24,25,24,23,94,83,68,1008,1007,1005,6,5,3,13,0
2013,3,27,32,28,25,25,25,24,94,83,70,1009,1007,1005,6,5,5,10,0
2013,3,28,30,27,24,25,24,24,100,82,63,1010,1008,1006,5,5,2,6,0
2013,3,29,31,28,25,25,24,24,94,79,66,1010,1008,1006,5,5,1,5,0
2013,3,30,32,28,24,25,22,20,92,74,55,1009,1007,1005,5,4,3,2,0
2013,3,31,32,27,23,26,24,21,89,80,70,1010,1008,1006,6,5,2,6,0
2013,4,1,31,28,24,26,25,23,94,80,60,1010,1008,1007,7,5,2,8,0
2013,4,2,32,29,25,26,24,22,94,77,46,1012,1009,1007,6,6,3,8,0
2013,4,3,33,29,25,26,25,24,94,79,66,1010,1007,1004,5,4,2,6,0
2013,4,4,32,28,25,27,26,24,94,82,62,1006,1004,1001,5,5,3,11,0
2013,4,5,33,30,27,26,24,22,84,71,52,1006,1004,1002,6,5,5,11,0
2013,4,6,32,29,26,26,25,25,94,79,65,1008,1005,1003,6,5,2,10,0
2013,4,7,32,28,24,26,24,23,94,76,51,1008,1005,1003,6,5,3,8,0
2013,4,8,31,28,24,25,24,23,94,79,60,1009,1006,1005,5,5,3,8,0
2013,4,9,32,28,24,25,24,23,94,79,66,1009,1007,1005,6,5,3,8,0
2013,4,10,31,28,25,26,24,24,94,79,63,1010,1007,1005,6,5,3,13,0
2013,4,11,31,28,26,25,24,24,89,79,65,1010,1007,1005,6,5,3,13,0
2013,4,12,31,28,26,25,24,24,89,77,58,1010,1009,1007,5,5,5,11,0
2013,4,13,31,28,25,26,25,24,94,79,65,1012,1009,1008,6,6,3,10,0
2013,4,14,32,28,25,26,25,24,94,80,66,1012,1008,1005,6,6,3,8,0
2013,4,15,32,29,27,26,24,22,89,71,53,1008,1006,1003,6,6,5,10,0
2013,4,16,32,26,20,25,22,19,94,80,58,1009,1005,1002,6,5,1,13,24.89
2013,4,17,31,26,21,24,21,19,96,73,50,1010,1005,1002,7,6,3,10,11.94
2013,4,18,28,26,23,23,22,20,89,74,54,1010,1006,1005,7,6,4,8,0
2013,4,19,33,28,23,25,22,20,88,67,42,1008,1006,1004,6,6,5,5,0
2013,4,20,33,29,24,25,23,22,83,70,56,1009,1007,1006,6,6,5,16,0
2013,4,21,32,28,24,24,22,20,94,68,51,1010,1008,1006,6,5,1,5,0
2013,4,22,31,28,24,24,21,18,89,65,44,1012,1009,1008,6,5,5,14,0
2013,4,23,32,27,22,24,20,17,87,61,35,1012,1010,1007,7,6,3,8,0
2013,4,24,33,28,24,24,22,19,89,63,39,1012,1009,1007,7,5,3,11,0
2013,4,25,33,29,25,26,23,21,84,67,49,1011,1009,1007,6,5,5,13,0
2013,4,26,33,29,25,27,26,24,92,78,60,1011,1008,1006,6,6,2,10,0
2013,4,27,31,29,27,26,26,24,95,80,58,1010,1007,1004,6,5,3,10,0
2013,4,28,31,26,22,26,24,21,94,79,62,1008,1006,1004,7,6,6,11,7.11
2013,4,29,31,28,24,26,26,23,95,82,68,1009,1007,1005,6,6,5,8,0
2013,4,30,32,29,27,26,26,25,89,78,65,1009,1007,1005,6,6,6,13,0
2013,5,1,32,29,27,26,26,25,89,78,65,1007,1004,1002,6,6,5,14,0
2013,5,2,32,30,28,26,26,25,89,79,63,1005,1003,1000,6,6,6,14,0
2013,5,3,32,30,28,26,25,24,89,76,65,1004,1003,1002,6,6,5,18,4.06
2013,5,4,28,24,22,25,23,21,100,91,78,1008,1006,1004,6,5,1,16,151.89
2013,5,5,28,25,22,23,21,21,95,88,74,1011,1008,1006,6,5,2,13,0
2013,5,6,28,25,22,23,22,20,100,92,83,1008,1007,1004,6,4,2,8,97.03
2013,5,7,29,26,22,25,23,21,94,84,66,1008,1006,1003,6,5,3,8,20.07
2013,5,8,31,27,24,26,24,22,94,84,68,1007,1005,1003,6,5,2,14,27.94
2013,5,9,31,28,25,26,24,22,89,81,68,1007,1005,1003,5,5,3,14,0
2013,5,10,31,28,25,27,26,23,94,84,71,1007,1005,1003,6,6,3,11,40.89
2013,5,11,32,28,25,27,26,22,94,82,60,1006,1004,1001,6,6,5,11,1.02
2013,5,12,32,29,27,28,27,26,95,86,65,1008,1006,1003,6,6,5,8,0
2013,5,13,33,29,26,28,25,23,94,75,49,1008,1005,1003,6,6,6,8,0
2013,5,14,29,27,25,28,24,23,94,85,75,1007,1004,1001,6,5,2,5,35.05
2013,5,15,30,28,25,27,25,23,100,90,75,1005,1002,1000,6,5,3,6,12.95
2013,5,16,29,27,25,26,24,22,100,90,83,1010,999,996,6,4,2,21,0
2013,5,17,32,28,24,28,26,23,94,83,65,1008,1006,1004,6,6,5,8,0
2013,5,18,32,30,28,28,27,26,89,82,68,1008,1006,1004,6,6,5,14,0
2013,5,19,32,29,27,27,26,25,89,80,70,1008,1005,1003,6,6,5,13,0
2013,5,20,32,29,27,27,26,26,94,81,63,1006,1004,1002,6,6,2,11,12.95
2013,5,21,26,26,24,25,24,23,100,90,83,1006,1003,1001,5,5,3,11,3.05
2013,5,22,27,24,23,25,24,22,100,93,83,1005,1003,1000,5,4,2,10,1.02
2013,5,23,29,27,24,26,25,23,94,88,78,1004,1002,1000,6,6,5,10,0.51
2013,5,24,28,26,23,25,24,23,100,90,83,1005,1002,1000,5,5,3,10,18.03
2013,5,25,25,25,25,24,24,23,94,92,75,1003,1002,1000,5,5,3,8,3.05
2013,5,26,31,28,25,26,25,23,92,83,68,1004,1002,1000,6,5,5,5,0.25
2013,5,27,32,29,26,27,26,24,100,82,66,1004,1002,999,6,5,3,5,0.51
2013,5,28,32,29,26,27,26,24,96,81,60,1002,1001,999,6,5,4,6,2.03
2013,5,29,30,28,26,26,25,23,96,85,74,1002,1001,1000,6,5,4,13,5.08
2013,5,30,31,28,26,26,24,23,94,81,68,1004,1002,1000,6,6,5,19,5.08
2013,5,31,29,27,24,26,24,22,97,88,74,1007,1005,1003,6,5,4,13,7.11
2013,6,1,31,28,26,26,26,24,96,80,63,1007,1005,1003,6,6,5,6,0
2013,6,2,32,29,27,27,26,25,94,78,60,1006,1003,1001,6,6,2,6,0
2013,6,3,32,29,26,27,26,25,95,87,71,1004,1002,1001,6,5,4,3,3.05
2013,6,4,32,29,26,27,26,25,94,77,60,1005,1003,1001,7,6,5,3,0
2013,6,5,32,29,27,26,26,24,89,78,66,1005,1003,1001,6,6,6,6,0
2013,6,6,32,29,27,26,25,24,94,78,58,1005,1003,1001,7,6,6,10,0
2013,6,7,30,28,27,27,26,25,89,84,74,1005,1003,1001,5,5,4,13,0
2013,6,8,32,29,26,27,25,23,94,76,53,1004,1001,1000,6,6,5,11,2.03
2013,6,9,29,27,25,26,25,24,94,88,77,1005,1000,998,6,5,3,10,0.51
2013,6,10,32,29,27,26,26,25,94,81,68,1001,999,997,6,6,5,8,9.91
2013,6,11,32,29,26,27,26,25,95,85,65,1001,1000,996,6,5,1,6,0
2013,6,12,33,29,26,27,26,24,95,84,58,1001,1000,998,6,5,4,3,19.05
2013,6,13,33,29,26,26,25,23,94,78,56,1001,1000,998,6,5,5,6,1.02
2013,6,14,32,29,27,26,25,24,95,80,62,1002,1000,999,6,6,5,11,0
2013,6,15,33,30,27,27,26,25,89,78,68,1003,1001,1000,6,6,5,8,0
2013,6,16,32,30,28,27,26,25,89,79,58,1004,1002,999,6,6,5,6,4.06
2013,6,17,32,29,27,27,25,16,89,74,40,1003,1001,998,6,6,5,6,0
2013,6,18,33,30,27,27,26,25,94,77,60,1001,999,997,6,6,5,6,0
2013,6,19,34,31,27,28,27,25,89,77,65,1000,999,997,6,6,5,10,0
2013,6,20,33,31,28,27,26,25,89,77,68,1001,999,997,6,6,5,8,0
2013,6,21,33,30,27,27,26,25,94,79,63,1000,998,996,6,5,4,6,0
2013,6,22,32,29,27,27,26,24,94,78,60,999,998,996,7,6,5,6,2.03
2013,6,23,34,31,27,28,26,25,94,74,49,999,997,995,6,6,6,8,0
2013,6,24,34,30,27,26,26,25,89,75,60,1001,999,997,6,6,5,13,0
2013,6,25,28,27,26,26,26,25,94,90,77,1005,1003,1001,6,5,2,18,25.91
2013,6,26,31,29,27,27,27,25,100,91,74,1005,1004,1002,6,5,3,14,19.05
2013,6,27,28,27,26,28,26,25,100,98,94,1004,1002,1000,5,4,3,13,26.92
2013,6,28,28,27,26,27,26,25,100,97,88,1002,1001,1000,5,4,2,11,7.87
2013,6,29,28,27,25,27,26,24,100,97,88,1001,999,998,5,4,3,10,23.88
2013,6,30,28,27,25,27,26,25,100,96,91,1001,1000,998,5,5,3,8,7.87
2013,7,1,32,29,25,27,26,25,100,87,75,1001,999,996,6,6,3,8,0
2013,7,2,31,29,27,27,26,24,94,81,65,1001,999,998,7,6,6,11,0
2013,7,3,31,29,26,26,26,25,95,84,71,1003,1001,1000,6,6,4,11,4.06
2013,7,4,29,28,26,26,26,25,94,87,77,1004,1002,1000,6,5,4,8,2.03
2013,7,5,31,28,26,27,26,25,94,82,68,1004,1003,1000,6,6,5,11,0
2013,7,6,31,28,26,26,26,25,94,81,68,1006,1004,1003,6,6,5,10,0
2013,7,7,32,29,26,27,26,25,94,80,63,1006,1004,1002,7,6,5,8,0
2013,7,8,32,29,27,26,26,25,95,79,63,1005,1003,1000,7,6,6,10,0
2013,7,9,31,29,27,26,26,24,95,81,66,1007,1001,999,6,6,5,11,0
2013,7,10,32,29,27,26,26,25,89,77,60,1001,999,997,6,6,6,13,0
2013,7,11,32,29,27,26,25,24,89,78,58,1003,1001,999,6,5,3,13,1.02
2013,7,12,31,28,26,25,24,24,89,81,65,1005,1003,1002,6,5,3,11,0.25
2013,7,13,30,28,25,26,25,24,100,88,71,1005,1003,1001,6,5,2,13,0
2013,7,14,31,28,26,26,25,24,89,78,63,1002,1000,998,8,7,6,14,0
2013,7,15,32,29,27,27,26,25,89,79,58,1002,1000,998,7,6,6,11,0
2013,7,16,33,30,27,27,26,25,89,79,60,1002,1001,999,6,6,5,10,1.02
2013,7,17,31,29,27,26,25,25,89,79,65,1005,1002,1000,6,6,4,19,0.51
2013,7,18,31,28,26,26,25,24,94,85,70,1001,999,998,6,5,3,13,2.03
2013,7,19,30,28,26,27,26,24,94,85,68,1001,999,998,7,6,4,13,4.06
2013,7,20,30,28,27,26,26,25,89,84,74,1001,1000,998,6,6,5,13,3.05
2013,7,21,31,28,26,26,25,24,94,80,70,1001,998,995,6,6,5,8,0
2013,7,22,33,30,28,27,26,24,89,76,60,1000,998,995,7,6,5,5,0
2013,7,23,33,30,28,27,26,25,89,79,60,1001,999,997,7,6,5,8,0
2013,7,24,32,29,27,27,26,25,89,79,70,1001,999,997,7,7,6,11,0
2013,7,25,31,29,27,27,25,25,89,82,70,1000,996,995,6,6,5,16,18.03
2013,7,26,29,27,26,26,25,25,94,88,79,1001,998,996,5,4,2,14,25.91
2013,7,27,28,27,26,26,26,25,95,92,84,1003,1002,1000,5,4,3,11,17.02
2013,7,28,27,27,26,26,25,25,96,94,91,1004,1002,1001,5,4,3,5,16
2013,7,29,29,27,25,27,25,24,96,86,77,1002,998,996,6,5,4,14,2.03
2013,7,30,32,29,27,27,26,25,89,80,65,999,996,995,6,5,5,14,1.02
2013,7,31,31,28,26,28,25,24,96,84,68,1001,999,997,6,5,3,14,4.06
2013,8,1,30,28,26,26,25,24,89,81,74,1003,1001,999,6,6,5,11,0
2013,8,2,32,29,26,27,26,24,94,80,66,1004,1002,1001,7,6,4,10,0
2013,8,3,31,29,27,26,25,24,95,80,66,1004,1002,999,6,6,5,6,0
2013,8,4,31,29,27,26,25,24,89,78,68,1003,1001,999,6,6,5,8,1.02
2013,8,5,31,29,27,26,25,24,89,77,63,1005,1003,1001,6,6,6,8,0
2013,8,6,30,28,27,26,26,25,94,86,74,1006,1004,1002,6,5,4,14,2.03
2013,8,7,31,29,27,27,26,25,94,82,71,1007,1005,1004,6,5,5,13,2.03
2013,8,8,31,29,27,27,26,25,89,81,71,1006,1004,1002,5,5,5,10,0
2013,8,9,31,29,27,26,26,25,89,79,68,1005,1003,1001,6,6,5,10,0
2013,8,10,31,29,27,27,26,25,95,87,79,1005,1004,1002,5,5,3,8,7.87
2013,8,11,29,28,26,26,26,25,94,84,74,1007,1005,1003,6,5,4,8,2.03
2013,8,12,30,28,26,27,26,25,94,82,68,1006,1004,1002,6,6,5,6,0
2013,8,13,28,27,26,26,26,25,94,91,87,1006,1003,1002,6,5,4,2,0
2013,8,14,32,29,26,26,26,24,94,82,62,1004,1003,1001,7,6,5,3,0
2013,8,15,31,28,26,26,26,25,96,85,70,1005,1004,1002,6,5,3,6,6.1
2013,8,16,30,28,26,26,26,25,96,86,74,1005,1003,1001,5,5,4,10,2.03
2013,8,17,27,26,25,25,25,24,100,93,88,1004,1001,999,5,4,3,11,7.87
2013,8,18,28,27,25,25,25,24,100,93,84,1002,1000,998,5,5,3,10,1.02
2013,8,19,28,27,25,25,25,24,100,90,78,1001,1000,997,5,5,3,11,10.92
2013,8,20,27,26,25,26,25,24,96,94,88,1001,999,997,5,4,3,14,17.02
2013,8,21,31,28,26,26,26,25,96,83,68,1002,1001,999,5,5,4,11,0
2013,8,22,31,28,26,25,25,24,94,80,65,1003,1001,1000,6,6,4,8,1.02
2013,8,23,32,29,26,26,26,24,94,81,70,1021,1003,1000,6,6,6,11,0
2013,8,24,32,29,27,25,25,24,89,77,63,1003,1001,999,6,6,6,8,0
2013,8,25,30,28,26,26,25,24,94,82,63,1003,1001,998,6,5,5,2,0
2013,8,26,30,28,26,26,25,24,94,83,68,1002,1000,998,6,6,5,5,0
2013,8,27,27,26,25,25,24,24,94,90,78,1005,1002,1001,5,4,2,13,7.87
2013,8,28,29,28,26,26,25,24,96,90,84,1007,1006,1004,6,4,3,18,8.89
2013,8,29,30,28,26,26,26,24,94,87,79,1008,1006,1005,6,5,4,14,5.08
2013,8,30,31,28,26,26,26,25,94,86,79,1007,1005,1003,6,6,4,8,7.11
2013,8,31,31,29,27,27,26,25,94,83,70,1006,1005,1003,6,6,5,10,2.03
2013,9,1,31,29,27,26,26,25,94,81,63,1007,1005,1003,6,6,5,6,0
2013,9,2,31,28,26,26,25,24,89,84,74,1008,1006,1004,6,5,5,11,3.05
2013,9,3,30,28,26,26,25,24,94,84,74,1008,1005,1003,6,6,4,14,2.03
2013,9,4,29,27,26,27,26,25,96,91,84,1006,1004,1002,5,4,3,10,7.11
2013,9,5,31,28,26,27,26,25,94,88,79,1005,1004,1002,5,5,3,8,0
2013,9,6,31,28,26,26,26,24,95,84,70,1007,1005,1000,6,5,5,6,0
2013,9,7,29,27,26,26,25,24,96,89,84,1009,1007,1005,6,5,3,8,6.1
2013,9,8,29,28,26,26,25,24,96,85,71,1009,1008,1006,6,5,5,3,2.03
2013,9,9,29,27,25,26,25,24,94,88,79,1010,1008,1006,5,5,3,3,11.94
2013,9,10,31,28,26,27,26,24,96,82,68,1009,1006,1003,6,6,5,3,0
2013,9,11,30,28,26,26,26,25,96,88,77,1008,1006,1003,6,5,3,2,17.02
2013,9,12,32,29,26,26,26,25,94,81,70,1008,1006,1004,6,6,5,6,0
2013,9,13,33,29,26,28,26,21,94,80,58,1008,1006,1003,6,5,2,6,13.97
2013,9,14,30,28,26,26,25,24,94,84,68,1008,1005,1001,5,5,3,6,0.51
2013,9,15,33,28,24,26,25,23,94,80,66,1005,1002,999,7,6,5,6,27.94
2013,9,16,32,29,26,26,26,24,94,82,70,1003,1001,998,6,6,5,5,0
