year,month,day,temp high,temp avg,temp low,DP high,DP avg,DP low,humidity high,humidity avg,humidity low,SLP high,SLP avg,SLP low,visibility high,visibility avg,visibility low,wind high,wind avg,wind high,Rainfall,,
2010,10,17,32,28,25,25,24,23,89,76,59,1008,1006,1004,6,6,5,19,5,-,0, ,
2010,10,18,32,29,27,26,26,24,89,76,66,1007,1005,1004,6,5,5,23,10,-,0, ,
2010,10,19,32,29,27,27,26,24,94,80,62,1008,1006,1004,6,5,5,16,6,-,0, ,
2010,10,20,32,29,26,26,25,24,89,77,66,1007,1005,1003,6,6,5,11,3,-,0, ,
2010,10,21,33,30,27,28,26,24,94,79,66,1005,1003,1000,6,6,5,13,3,-,0, ,
2010,10,22,32,29,27,26,25,24,89,80,62,1003,1001,1000,6,5,5,14,3,-,0,Rain,
2010,10,23,31,29,27,26,25,25,89,80,70,1004,1003,1001,5,4,4,19,5,-,0,Rain,
2010,10,24,29,27,25,26,25,24,94,89,79,1007,1005,1004,5,4,4,10,5,-,0,Rain,
2010,10,25,31,28,25,26,25,24,94,83,70,1009,1008,1006,5,5,4,10,3,-,0, ,
2010,10,26,31,28,25,26,25,24,94,81,70,1010,1009,1007,5,5,4,14,3,-,0, ,
2010,10,27,30,28,25,25,24,22,94,79,70,1011,1009,1008,5,4,4,14,2,-,0, ,
2010,10,28,31,28,26,25,23,21,94,76,62,1012,1010,1008,5,4,4,19,3,-,0, ,
2010,10,29,30,27,24,23,22,20,89,70,55,1013,1011,1009,5,5,4,14,2,-,0, ,
2010,10,30,32,28,24,25,23,22,94,76,55,1014,1012,1010,5,5,4,14,3,-,0, ,
2010,10,31,32,28,25,25,23,21,94,76,52,1014,1012,1009,5,5,4,13,6,-,0, ,
2010,11,1,30,28,26,25,24,23,89,79,70,1010,1009,1006,5,5,5,14,5,-,0, ,
2010,11,2,31,28,26,25,23,21,89,76,55,1011,1009,1007,5,5,5,24,10,-,0, ,
2010,11,3,30,28,25,26,24,22,100,79,66,1013,1011,1009,6,5,5,16,5,-,0, ,
2010,11,4,31,27,24,26,23,22,94,74,58,1012,1010,1008,6,5,5,16,3,-,0, ,
2010,11,5,26,25,25,23,22,21,89,85,78,1011,1010,1010,5,5,5,0,0,-,0, ,
2010,11,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0, ,
2010,11,7,32,29,25,25,23,22,89,70,55,1013,1011,1009,5,5,5,14,5,-,0, ,
2010,11,8,32,27,23,27,22,20,94,71,55,1014,1012,1011,7,5,1,8,2,-,0,Fog,
2010,11,9,30,27,23,23,22,20,94,75,55,1015,1013,1011,6,5,4,14,3,-,0, ,
2010,11,10,30,26,21,22,19,18,89,69,48,1013,1011,1009,6,5,5,11,2,-,0, ,
2010,11,11,30,27,24,23,22,20,89,75,62,1012,1010,1008,5,5,3,11,3,-,0, ,
2010,11,12,29,26,23,23,21,19,94,75,58,1010,1008,1006,5,5,4,10,2,-,0, ,
2010,11,13,29,26,23,23,21,19,89,73,58,1010,1009,1008,6,5,4,8,2,-,0, ,
2010,11,14,29,26,23,22,21,20,94,75,58,1014,1012,1010,5,5,4,11,2,-,0, ,
2010,11,15,30,27,23,22,21,19,89,73,51,1015,1012,1010,6,5,4,13,2,-,0, ,
2010,11,16,29,26,22,22,21,19,94,73,55,1014,1011,1009,6,5,4,14,3,-,0, ,
2010,11,17,29,26,22,22,21,20,88,73,62,1014,1011,1009,5,4,4,14,2,-,0, ,
2010,11,18,29,27,23,22,20,19,89,69,55,1014,1011,1009,5,5,3,13,3,-,0, ,
2010,11,19,29,26,22,23,21,20,89,74,58,1012,1010,1008,5,4,4,8,2,-,0,Rain,
2010,11,20,29,26,23,24,23,21,94,80,66,1010,1007,1005,4,4,4,14,5,-,0, ,
2010,11,21,28,26,24,23,22,22,94,82,74,1009,1008,1006,5,4,3,10,3,-,0, ,
2010,11,22,29,26,21,22,18,15,94,66,45,1012,1009,1007,5,4,1,19,3,-,0, ,
2010,11,23,27,23,20,19,18,13,88,70,42,1011,1009,1008,4,4,3,14,2,-,0, ,
2010,11,24,27,23,21,19,18,17,88,68,54,1012,1010,1008,4,4,3,14,3,-,0, ,
2010,11,25,28,24,20,20,19,17,94,68,51,1013,1010,1009,5,4,3,11,3,-,0, ,
2010,11,26,29,26,22,24,20,19,89,74,55,1011,1009,1007,5,4,4,11,3,-,0, ,
2010,11,27,28,24,21,23,21,19,88,76,62,1011,1009,1007,5,4,4,14,3,-,0, ,
2010,11,28,29,24,21,22,20,18,89,74,54,1013,1011,1009,4,4,4,19,3,-,0, ,
2010,11,29,29,26,22,22,20,19,89,72,55,1013,1011,1009,4,3,0,14,3,-,0,Fog,
2010,11,30,29,24,20,20,17,12,88,66,35,1012,1010,1008,4,3,2,23,8,-,0, ,
2010,12,1,27,22,18,17,16,13,88,66,51,1012,1010,1008,4,4,4,19,5,-,0, ,
2010,12,2,27,22,17,20,18,15,88,72,51,1013,1011,1008,4,4,2,14,3,-,0, ,
2010,12,3,28,23,19,21,19,17,94,78,61,1012,1011,1009,5,4,1,8,2,-,0,Fog,
2010,12,4,29,24,19,21,19,15,94,75,45,1011,1009,1008,5,3,0,11,3,-,0,Fog,
2010,12,5,28,24,21,21,19,17,88,75,51,1010,1008,1007,4,4,4,11,2,-,0, ,
2010,12,6,29,26,23,22,20,19,88,69,58,1011,1010,1009,5,4,2,16,5,-,0, ,
2010,12,7,29,24,21,22,21,19,94,77,58,1011,1009,1008,5,4,4,11,3,-,0, ,
2010,12,8,29,24,20,22,21,18,94,74,51,1011,1009,1007,5,4,2,23,5,-,0,Rain,
2010,12,9,26,24,23,24,23,21,94,89,83,1008,1007,1005,4,3,2,19,3,-,0,Rain,
2010,12,10,27,24,23,23,22,21,94,84,74,1006,1004,1002,4,3,1,14,5,-,0, ,
2010,12,11,27,24,22,22,19,16,89,71,61,1005,1003,1001,5,4,4,23,13,-,0,Rain,
2010,12,12,27,22,18,17,16,13,88,67,42,1008,1006,1004,4,4,4,14,2,-,0, ,
2010,12,13,26,21,17,17,14,12,94,62,42,1011,1009,1008,4,4,3,10,3,-,0, ,
2010,12,14,26,21,17,16,14,11,94,66,41,1012,1010,1008,4,3,2,11,3,-,0, ,
2010,12,15,25,21,17,17,13,11,88,61,41,1013,1010,1008,4,3,1,14,5,-,0, ,
2010,12,16,24,19,14,15,14,12,88,70,53,1012,1010,1009,4,3,2,16,3,-,0, ,
2010,12,17,25,20,15,16,14,13,94,69,47,1013,1010,1009,4,3,2,16,3,-,0, ,
2010,12,18,26,21,16,15,14,11,88,66,41,1013,1011,1009,4,4,2,16,3,-,0, ,
2010,12,19,26,21,16,16,15,13,94,70,47,1015,1013,1011,4,4,4,19,6,-,0, ,
2010,12,20,27,21,15,14,12,7,82,55,28,1016,1013,1011,4,4,4,16,6,-,0, ,
2010,12,21,25,20,15,16,14,12,88,69,50,1013,1011,1009,4,4,4,14,3,-,0, ,
2010,12,22,18,16,15,15,14,14,94,91,83,1010,1009,1009,2,1,1,0,0,-,0,Fog,
2010,12,23,23,20,18,16,14,12,88,69,50,1012,1010,1009,4,4,3,16,3,-,0, ,
2010,12,24,19,17,15,15,14,12,94,83,64,1012,1011,1011,4,3,1,13,2,-,0, ,
2010,12,25,24,18,14,14,13,11,94,70,44,1013,1012,1011,4,2,1,19,5,-,0, ,
2010,12,26,25,21,17,16,15,15,88,69,54,1012,1011,1010,4,4,4,14,10,-,0, ,
2010,12,27,24,19,14,16,14,12,94,72,47,1014,1012,1010,4,3,0,19,3,-,0, ,
2010,12,28,24,19,15,15,13,10,94,67,41,1014,1012,1011,4,3,1,148,10,-,0, ,
2010,12,29,23,19,15,16,14,12,94,74,50,1013,1012,1010,5,4,1,11,5,-,0, ,
2010,12,30,25,21,17,17,16,15,88,70,57,1013,1010,1009,5,4,1,14,3,-,0, ,
2010,12,31,25,21,18,17,15,12,94,67,47,1013,1010,1007,4,3,3,11,3,-,0, ,
2011,1,1,26,20,15,18,16,14,100,77,50,1011,1009,1007,4,3,0,10,2,-,0,Fog,
2011,1,2,25,20,15,19,17,14,94,75,65,1012,1010,1008,4,2,1,19,6,-,0, ,
2011,1,3,23,20,17,15,13,10,88,62,46,1014,1012,1010,4,3,0,23,14,-,0, ,
2011,1,4,22,18,14,16,12,1,100,72,28,1013,1011,1009,4,2,0,14,5,-,0,Fog,
2011,1,5,23,18,14,16,13,7,94,74,53,1012,1010,1008,4,2,0,148,23,-,0,Fog,
2011,1,6,24,19,15,16,13,12,94,64,47,1013,1011,1009,4,3,1,19,8,-,0,Fog,
2011,1,7,24,20,17,15,13,12,88,63,47,1012,1011,1010,1,1,1,19,8,-,0,Fog,
2011,1,8,25,20,16,19,16,12,94,73,57,1012,1010,1009,-,-,-,10,2,-,0, ,
2011,1,9,28,23,18,20,17,10,94,71,51,1011,1009,1008,4,3,1,19,3,-,0, ,
2011,1,10,24,21,15,16,13,11,83,60,47,1010,1009,1007,4,4,2,24,11,-,0, ,
2011,1,11,20,17,14,13,11,9,88,70,49,1012,1010,1007,4,3,2,19,8,-,0, ,
2011,1,12,20,17,13,13,12,10,94,74,52,1013,1010,1009,4,nan,1,19,10,-,0,Fog,
2011,1,13,20,16,11,12,11,10,94,75,56,1012,1011,1010,2,2,0,155,10,-,0,Fog,
2011,1,14,20,16,11,13,11,3,100,83,60,1014,1012,1010,2,1,0,14,5,-,0,Fog,
2011,1,15,23,18,13,13,11,8,94,60,38,1015,1012,1011,4,3,0,14,5,-,0,Fog,
2011,1,16,25,19,14,15,11,1,88,60,41,1013,1010,1007,4,3,2,10,5,-,0, ,
2011,1,17,23,19,15,12,9,6,72,53,33,1012,1011,1009,4,3,2,19,11,-,0, ,
2011,1,18,22,16,11,10,7,4,82,57,31,1013,1011,1009,4,3,1,14,3,-,0,Fog,
2011,1,19,24,17,11,13,9,6,94,62,31,1012,1011,1010,4,3,1,8,2,-,0, ,
2011,1,20,26,19,12,17,14,11,94,66,6,1014,1012,1011,5,4,2,13,8,-,0, ,
2011,1,21,25,19,14,13,10,5,88,57,29,1014,1012,1010,4,3,0,14,5,-,0, ,
2011,1,22,24,20,16,16,13,10,83,62,41,1015,1013,1011,5,3,1,23,8,-,0, ,
2011,1,23,24,19,15,15,12,9,88,62,38,1016,1014,1013,4,2,1,14,3,-,0, ,
2011,1,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0, ,
2011,1,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0, ,
2011,1,26,30,25,20,14,11,7,60,43,23,1017,1015,1013,4,4,4,14,11,-,0, ,
2011,1,27,30,23,16,17,13,10,82,55,29,1017,1014,1013,4,3,3,14,5,-,0, ,
2011,1,28,28,21,15,14,12,6,88,59,25,1017,1015,1012,5,4,2,26,5,-,0, ,
2011,1,29,27,22,16,13,8,1,77,43,20,1016,1013,1011,5,4,4,19,6,-,0, ,
2011,1,30,26,20,14,15,11,7,88,54,30,1015,1013,1012,5,4,2,16,3,-,0, ,
2011,1,31,28,23,18,16,13,8,83,56,28,1015,1013,1011,5,4,4,16,3,-,0, ,
2011,2,1,27,22,18,17,15,13,88,60,48,1015,1013,1011,4,3,1,14,5,-,0, ,
2011,2,2,26,22,15,15,12,10,94,55,36,1016,1012,1011,4,3,3,23,11,-,0, ,
2011,2,3,27,23,20,19,15,10,88,63,36,1014,1012,1010,-,-,-,161,29,-,0, ,
2011,2,4,29,22,16,16,14,12,94,65,37,1014,1011,1009,5,4,2,11,2,-,0, ,
2011,2,5,30,22,14,16,14,12,94,56,33,1014,1011,1010,5,4,2,14,3,-,0, ,
2011,2,6,29,22,16,16,14,12,88,57,35,1013,1011,1009,5,4,2,14,3,-,0, ,
2011,2,7,26,21,17,19,17,14,88,72,51,1011,1009,1007,4,3,2,14,3,-,0, ,
2011,2,8,27,22,17,20,17,15,94,71,51,1009,1007,1005,4,3,2,14,3,-,0, ,
2011,2,9,27,23,19,19,19,18,94,75,61,1009,1007,1006,3,2,1,14,5,-,0, ,
2011,2,10,30,24,18,17,12,7,94,51,23,1011,1010,1008,5,4,0,19,6,-,0,Fog,
2011,2,11,27,21,16,15,11,5,82,54,24,1013,1010,1008,5,4,4,19,6,-,0, ,
2011,2,12,28,22,16,16,12,7,88,55,26,1011,1009,1007,4,3,2,19,5,-,0, ,
2011,2,13,27,21,15,19,13,10,88,60,34,1011,1009,1007,4,3,2,19,5,-,0, ,
2011,2,14,26,21,16,20,18,14,94,75,54,1010,1009,1007,4,3,2,14,5,-,0, ,
2011,2,15,28,22,16,21,18,14,94,75,42,1013,1010,1009,4,3,2,16,10,-,0, ,
2011,2,16,26,23,21,23,21,20,100,86,74,1013,1011,1010,4,3,0,14,8,-,0,Fog,
2011,2,17,27,23,21,21,19,16,94,75,51,1014,1011,1008,4,3,1,19,8,-,0,Fog,
2011,2,18,26,23,21,21,19,18,88,75,61,1013,1011,1010,6,5,4,19,8,-,0, ,
2011,2,19,29,24,21,20,16,13,94,57,37,1015,1012,1011,5,4,0,10,5,-,0,Fog,
2011,2,20,29,24,20,18,14,12,83,55,35,1016,1013,1011,4,4,4,11,2,-,0, ,
2011,2,21,25,23,22,18,16,11,78,60,47,1014,1012,1010,4,4,4,14,5,-,0, ,
2011,2,22,28,24,21,16,14,13,73,52,39,1014,1012,1010,5,5,4,26,18,-,0, ,
2011,2,23,29,24,20,17,15,13,69,54,39,1014,1012,1010,5,5,4,19,6,-,0, ,
2011,2,24,30,24,18,17,15,13,77,54,35,1013,1010,1007,5,4,2,19,6,-,0, ,
2011,2,25,30,24,18,20,16,12,83,59,37,1012,1009,1006,4,4,3,23,5,-,0, ,
2011,2,26,30,24,18,19,16,14,88,56,40,1012,1009,1008,4,3,1,19,8,-,0, ,
2011,2,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0, ,
2011,2,28,27,26,23,11,9,5,47,37,24,1011,1010,1009,5,4,4,26,21,-,0, ,
2011,3,1,30,25,20,18,13,10,73,50,35,1012,1009,1007,5,5,4,23,6,-,0, ,
2011,3,2,32,24,18,15,12,9,83,41,27,1012,1009,1007,5,4,2,16,6,-,0, ,
2011,3,3,30,24,19,17,14,10,83,48,29,1011,1009,1007,4,3,2,19,6,-,0, ,
2011,3,4,33,26,19,16,14,6,78,49,18,1011,1009,1007,4,3,2,19,3,-,0, ,
2011,3,5,32,27,22,22,16,12,83,54,29,1011,1009,1007,4,4,2,19,5,-,0, ,
2011,3,6,32,26,21,23,19,15,88,66,36,1012,1010,1008,5,4,4,13,5,-,0, ,
2011,3,7,32,26,21,18,13,8,83,43,22,1013,1010,1008,5,4,2,19,6,-,0, ,
2011,3,8,31,24,19,22,17,12,83,62,33,1010,1008,1006,5,4,4,14,3,-,0, ,
2011,3,9,31,26,20,19,15,11,94,50,29,1012,1010,1008,4,3,2,14,5,-,0, ,
2011,3,10,32,27,22,19,14,9,83,48,24,1013,1010,1009,5,4,3,14,3,-,0, ,
2011,3,11,32,26,20,23,19,15,88,67,36,1012,1010,1007,5,4,4,19,6,-,0, ,
2011,3,12,32,26,21,21,18,13,94,57,31,1012,1010,1008,5,5,4,19,6,-,0, ,
2011,3,13,31,26,21,22,18,13,88,60,33,1012,1010,1008,5,4,2,23,6,-,0, ,
2011,3,14,30,26,22,23,21,17,94,68,45,1011,1009,1007,5,4,1,19,6,-,0,Fog,
2011,3,15,31,26,21,22,18,15,94,61,38,1010,1008,1005,4,3,2,23,6,-,0, ,
2011,3,16,30,26,19,23,20,14,89,73,55,1010,1007,1004,5,4,4,37,11,-,0,"Rain , Thunderstorm",
2011,3,17,27,22,18,20,18,16,94,70,58,1013,1010,1008,6,5,4,19,11,-,0, ,
2011,3,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0, ,
2011,3,19,26,24,23,21,21,20,83,78,74,1008,1007,1006,5,5,4,23,16,-,0, ,
2011,3,20,28,24,22,22,21,19,88,75,62,1009,1007,1005,5,4,4,26,18,-,0, ,
2011,3,21,28,26,23,22,21,20,88,73,65,1010,1008,1007,6,5,4,27,18,-,0, ,
2011,3,22,30,27,24,23,22,20,83,74,58,1012,1009,1008,5,4,4,23,11,-,0, ,
2011,3,23,29,26,23,23,22,20,88,74,62,1012,1009,1007,5,5,4,21,5,-,0, ,
2011,3,24,29,26,23,23,22,20,94,75,62,1011,1009,1006,4,4,2,14,8,-,0, ,
2011,3,25,29,27,24,24,23,21,89,77,66,1011,1009,1007,6,5,4,23,10,-,0, ,
2011,3,26,30,27,24,23,22,18,89,72,61,1012,1009,1007,6,5,4,19,6,-,0,Thunderstorm,
2011,3,27,30,26,22,22,21,18,94,73,48,1014,1009,1006,5,4,1,23,5,-,0,Rain,
2011,3,28,30,27,23,22,21,19,88,69,51,1011,1009,1006,5,4,3,14,8,-,0, ,
2011,3,29,29,26,22,23,21,20,94,79,58,1012,1010,1008,5,4,4,34,10,-,0,"Rain , Thunderstorm",
2011,3,30,29,24,20,22,20,19,94,79,58,1012,1010,1008,6,5,4,19,13,-,0,"Rain , Thunderstorm",
2011,3,31,28,24,21,23,21,19,94,77,66,1011,1009,1007,6,5,4,19,14,-,0, ,
2011,4,1,30,25,20,24,22,18,89,77,58,1012,1009,1008,6,6,5,19,11,-,0,Rain,
2011,4,2,30,27,24,24,23,21,89,76,62,1012,1009,1008,6,5,4,14,6,-,0, ,
2011,4,3,29,26,23,25,23,21,100,84,66,1012,1009,1007,5,4,0,13,2,-,0,Fog,
2011,4,4,29,27,24,25,24,22,94,83,70,1011,1009,1006,5,4,0,14,3,-,0,Fog,
2011,4,5,31,27,24,22,20,19,78,62,52,1011,1009,1007,5,5,4,27,14,-,0, ,
2011,4,6,31,27,24,22,20,17,89,60,51,1012,1010,1008,5,5,4,23,10,-,0, ,
2011,4,7,31,26,22,24,19,13,89,62,35,1012,1010,1008,4,4,4,19,6,-,0, ,
2011,4,8,31,26,22,25,23,19,94,75,55,1012,1010,1008,5,4,2,14,5,-,0, ,
2011,4,9,30,27,23,25,23,22,94,78,70,1013,1011,1009,5,4,0,19,5,-,0,Fog,
2011,4,10,30,28,26,25,24,23,89,77,70,1014,1012,1009,5,4,2,13,3,-,0, ,
2011,4,11,30,28,25,26,24,21,94,79,58,1013,1010,1006,4,3,2,16,5,-,0, ,
2011,4,12,31,28,25,26,24,20,94,78,55,1010,1009,1006,4,2,0,27,5,-,0,Fog,
2011,4,13,31,28,25,25,24,24,94,80,70,1010,1009,1007,4,3,0,26,5,-,0,Fog,
2011,4,14,31,28,26,25,24,23,89,75,62,1011,1007,1005,4,4,4,14,6,-,0, ,
2011,4,15,30,28,26,25,24,23,94,77,70,1010,1008,1006,5,4,4,19,6,-,0, ,
2011,4,16,32,28,25,25,25,24,94,78,66,1010,1008,1006,4,4,4,19,6,-,0, ,
2011,4,17,31,28,26,25,24,24,89,77,70,1011,1008,1006,5,4,4,14,6,-,0, ,
2011,4,18,31,28,26,25,24,23,94,77,66,1009,1006,1004,5,5,4,11,3,-,0, ,
2011,4,19,32,30,28,26,25,24,89,76,66,1008,1006,1004,6,5,4,14,6,-,0, ,
2011,4,20,31,28,25,26,24,23,94,79,62,1009,1007,1005,6,5,4,13,6,-,0,"Rain , Thunderstorm",
2011,4,21,32,29,27,26,24,24,89,75,66,1010,1008,1006,5,5,4,13,6,-,0,Rain,
2011,4,22,32,29,27,26,24,23,89,75,62,1010,1008,1006,5,4,4,19,6,-,0, ,
2011,4,23,32,29,27,26,21,18,89,63,43,1008,1006,1004,6,5,4,10,3,-,0, ,
2011,4,24,27,26,25,24,23,21,89,83,78,1010,1008,1006,5,4,0,27,11,-,0,"Rain , Thunderstorm",
2011,4,25,30,28,26,23,22,21,83,69,58,1010,1008,1006,6,6,4,11,5,-,0, ,
2011,4,26,30,28,24,24,22,21,84,73,62,1010,1008,1006,5,4,4,13,5,-,0,Rain,
2011,4,27,30,27,24,23,23,22,89,78,66,1008,1006,1003,5,4,4,16,6,-,0,"Rain , Thunderstorm",
2011,4,28,31,28,24,23,22,22,89,71,58,1006,1004,1001,6,5,4,23,11,-,0,Rain,
2011,4,29,29,26,22,24,22,21,94,76,66,1007,1005,1003,6,5,4,19,8,-,0,"Rain , Thunderstorm",
2011,4,30,32,29,26,25,24,23,89,75,62,1009,1007,1005,6,5,4,19,6,-,0, ,
2011,5,1,31,28,25,26,24,21,94,75,58,1009,1006,1004,6,5,5,19,8,-,0, ,
2011,5,2,31,28,26,26,24,24,89,76,70,1007,1005,1003,6,6,5,19,10,-,0, ,
2011,5,3,30,28,26,25,24,23,89,79,70,1006,1005,1003,6,6,5,26,11,-,0, ,
2011,5,4,31,28,25,25,23,22,83,74,62,1006,1005,1004,6,5,4,27,8,-,0,"Rain , Thunderstorm",
2011,5,5,30,27,24,26,23,21,89,72,58,1007,1005,1003,6,6,5,14,6,-,0,Rain,
2011,5,6,30,27,24,25,24,23,100,78,70,1007,1005,1003,6,5,5,14,6,-,0,Thunderstorm,
2011,5,7,31,28,26,26,24,23,84,78,70,1006,1004,1002,5,5,5,23,10,-,0, ,
2011,5,8,30,28,27,26,24,24,89,79,70,1003,1003,1001,6,5,5,13,5,-,0, ,
2011,5,9,32,29,27,26,24,24,84,72,62,1004,1002,1000,6,5,4,19,6,-,0, ,
2011,5,10,32,30,28,27,26,25,89,79,70,1004,1002,1001,6,5,5,23,11,-,0, ,
2011,5,11,32,27,23,27,23,20,94,78,62,1005,1004,1002,5,5,1,48,16,-,0,"Rain , Thunderstorm",
2011,5,12,31,27,24,26,23,20,89,72,62,1005,1004,1003,6,5,5,16,6,-,0, ,
2011,5,13,32,29,27,27,26,25,89,79,70,1006,1004,1002,6,6,5,19,8,-,0, ,
2011,5,14,31,27,24,27,24,22,89,75,66,1006,1005,1004,6,5,4,19,10,-,0, ,
2011,5,15,33,30,28,26,26,25,89,73,66,1008,1007,1005,6,6,5,19,11,-,0, ,
2011,5,16,34,31,28,28,27,25,89,77,66,1011,1009,1007,6,6,6,14,8,-,0, ,
2011,5,17,32,30,28,27,26,25,84,77,70,1009,1008,1005,6,5,5,23,6,-,0, ,
2011,5,18,30,28,26,27,24,22,94,81,74,1009,1006,1004,5,5,5,11,5,-,0,"Rain , Thunderstorm",
2011,5,19,29,27,24,24,24,22,100,83,74,1007,1004,1003,6,5,2,27,18,-,0,"Rain , Thunderstorm",
2011,5,20,32,29,27,26,25,23,84,75,66,1003,1002,1001,6,6,5,19,14,-,0, ,
2011,5,21,32,28,23,27,26,22,100,82,70,1005,1002,999,6,5,1,47,19,-,0,"Rain , Thunderstorm",
2011,5,22,29,27,24,25,23,21,94,83,70,1005,1004,1003,5,4,1,27,10,-,0,"Rain , Thunderstorm",
2011,5,23,31,28,26,27,25,23,84,78,70,1006,1004,1003,6,5,5,19,13,-,0, ,
2011,5,24,32,29,27,28,27,24,94,83,75,1005,1004,1002,6,5,5,23,11,-,0,Rain,
2011,5,25,32,28,25,26,25,23,100,81,66,1005,1004,1001,6,5,4,34,10,-,0,"Rain , Thunderstorm",
2011,5,26,31,28,25,26,25,24,94,81,70,1006,1004,1001,6,5,4,11,5,-,0, ,
2011,5,27,31,29,27,26,25,24,89,79,70,1005,1003,1001,6,5,5,11,5,-,0,Rain,
2011,5,28,32,29,26,27,26,24,94,84,74,1004,1002,1001,6,5,4,23,3,-,0,Rain,
2011,5,29,31,28,26,25,24,24,94,78,66,1004,1002,1000,6,5,4,19,6,-,0, ,
2011,5,30,27,26,26,25,24,24,94,89,84,1003,1002,1001,5,5,4,23,16,-,0,Rain,
2011,5,31,30,28,25,27,24,23,94,86,70,1003,1002,1000,6,4,1,27,13,-,0,"Rain , Thunderstorm",
2011,6,1,30,28,25,26,24,23,94,79,70,1004,1003,1001,6,5,4,19,13,-,0,Rain,
2011,6,2,31,29,27,27,25,24,84,78,70,1006,1005,1003,7,6,5,23,11,-,0, ,
2011,6,3,32,29,26,27,26,24,89,76,62,1006,1004,1002,6,6,5,16,6,-,0, ,
2011,6,4,32,29,27,27,26,25,89,79,70,1005,1003,1000,7,6,6,14,8,-,0, ,
2011,6,5,32,29,27,27,26,25,94,83,75,1004,1004,1003,6,6,6,14,8,-,0, ,
2011,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0, ,
2011,6,7,33,29,26,26,24,2,94,79,20,1004,1003,1001,7,6,4,19,10,-,0,Rain,
2011,6,8,29,27,25,25,24,24,94,85,79,1002,1000,999,6,5,5,14,8,-,0,Rain,
2011,6,9,27,26,26,26,25,24,94,91,84,999,998,996,5,4,2,19,5,-,0,Rain,
2011,6,10,30,28,26,27,26,25,94,86,79,1000,999,998,5,5,4,14,8,-,0,"Rain , Thunderstorm",
2011,6,11,31,29,27,26,25,24,84,81,70,1001,1000,998,5,5,5,19,11,-,0,Rain,
2011,6,12,31,29,27,26,26,25,89,78,70,1002,1000,998,7,6,5,16,11,-,0, ,
2011,6,13,33,30,27,27,26,23,94,80,66,1001,999,997,7,6,4,10,6,-,0, ,
2011,6,14,31,28,26,27,26,24,94,82,74,999,998,996,6,5,3,23,6,-,0,Rain,
2011,6,15,34,30,26,26,24,2,89,74,20,998,995,993,6,5,5,23,16,-,0,Rain,
2011,6,16,28,27,26,26,24,23,94,88,79,995,994,993,5,4,4,27,24,-,0,Rain,
2011,6,17,27,26,26,26,23,2,100,86,20,998,995,994,5,4,1,27,23,-,0,Rain,
2011,6,18,27,26,26,25,25,24,94,93,84,998,997,997,5,3,2,26,16,-,0,Rain,
2011,6,19,31,28,26,26,26,24,94,81,70,999,998,996,6,5,4,19,13,-,0, ,
2011,6,20,32,29,27,26,25,24,89,82,70,1001,1000,998,6,6,5,19,11,-,0,Rain,
2011,6,21,30,28,27,25,24,24,89,80,74,1001,1000,999,6,5,5,23,10,-,0, ,
2011,6,22,29,28,27,26,25,24,89,83,79,1001,1000,998,5,5,5,26,11,-,0, ,
2011,6,23,30,28,26,27,26,24,89,81,74,1001,999,997,6,6,5,14,8,-,0, ,
2011,6,24,29,28,27,26,26,25,94,89,84,999,998,996,5,4,4,19,6,-,0,Rain,
2011,6,25,28,27,26,26,25,24,94,88,84,998,996,995,5,4,3,19,5,-,0,Rain,
2011,6,26,27,26,26,26,25,25,94,94,94,1000,998,997,5,4,3,16,11,-,0,Rain,
2011,6,27,29,27,26,26,25,24,94,87,84,1001,999,998,5,5,4,19,13,-,0,Rain,
2011,6,28,28,27,25,26,26,24,100,93,89,1001,1000,999,6,4,1,14,11,-,0,Rain,
2011,6,29,29,27,26,26,26,25,100,91,84,1003,1002,1001,5,4,2,16,10,-,0,Rain,
2011,6,30,28,27,26,27,26,25,94,92,89,1004,1002,1001,5,3,2,16,5,-,0,"Rain , Thunderstorm",
2011,7,1,27,26,25,26,25,25,100,95,89,1003,1001,1000,5,4,1,34,8,-,0,"Rain , Thunderstorm",
2011,7,2,27,26,24,26,25,23,94,93,89,1002,1001,1000,5,3,2,19,6,-,0,Rain,
2011,7,3,28,27,26,25,24,23,94,86,79,1003,1002,1001,5,5,4,19,6,-,0, ,
2011,7,4,29,27,25,26,24,23,89,81,74,1005,1004,1002,6,5,3,16,10,-,0,Rain,
2011,7,5,30,28,26,25,24,23,89,79,66,1006,1005,1003,6,5,5,16,10,-,0, ,
2011,7,6,30,28,26,25,23,22,89,77,66,1006,1005,1004,6,6,5,23,13,-,0, ,
2011,7,7,30,28,26,26,25,24,94,80,74,1008,1006,1006,6,6,6,23,13,-,0, ,
2011,7,8,31,29,27,27,26,24,89,81,70,1009,1007,1005,6,6,5,19,10,-,0, ,
2011,7,9,31,29,27,26,26,24,89,81,74,1006,1005,1003,7,6,5,14,10,-,0, ,
2011,7,10,31,29,27,27,26,25,94,82,74,1003,1001,999,7,6,5,14,8,-,0, ,
